"You're On Your Own, Kid",NA,NA,"11/16/24 - Toronto (mashup with ""long story short"")"
"Question...?",1,1,"05/20/23 - Foxborough"
"Question...?",NA,NA,"07/04/24 - Amsterdam (mashup with ""The Archer"")"
"Labyrinth",1,2,"11/09/23 - Buenos Aires"
"Labyrinth",NA,NA,"07/18/24 - Gelsenkirchen (mashup with “this is me trying”)"
"Labyrinth",NA,NA,"11/21/24 - Toronto (mashup with ""State Of Grace"")"
"Sweet Nothing",1,1,"08/24/23 - Mexico City"
"Sweet Nothing",NA,NA,"06/28/24 - Dublin (mashup with ""hoax"")"
"Hits Different",1,2,"06/04/23 - Chicago"
"Hits Different",NA,NA,"06/21/2024 - London (mashup with ""Death By A Thousand Cuts"")"
"Hits Different",NA,NA,"10/26/24 - New Orleans (mashup with ""Welcome To New York"")"
"The Great War",1,2,"04/14/23 - Tampa"
"The Great War",NA,NA,"06/14/24 - Liverpool (mashup with ""You're Losing Me"")"
"The Great War",NA,NA,"11/03/24 - Indianapolis (mashup with ""Death By A Thousand Cuts"")"
"Bigger Than The Whole Sky",1,0,"11/19/23 - Rio de Janeiro"
"Paris",0,2,"05/09/24 - Paris"
"Paris",NA,NA,"05/12/24 - Paris (mashup with ""Begin Again"")"
"High Infidelity",1,1,"04/29/23 - Atlanta"
"High Infidelity",NA,NA,"05/24/24 - Lisbon (mashup with ""Fresh Out The Slammer"")"
"Glitch",0,1,"06/03/24 - Lyon (mashup with ""Everything Has Changed"")"
"Would've, Could've, Should've",1,2,"05/07/23 - Nashville"
"Would've, Could've, Should've",NA,NA,"02/26/24 - Sydney (mashup with ""ivy"")"
"Would've, Could've, Should've",NA,NA,"06/07/24 - Edinburgh (mashup with ""I Know Places"")"
"Dear Reader",0,2,"02/07/24 - Tokyo"
"Dear Reader",NA,NA,"07/24/24 - Hamburg (mashup with ""Nothing New"")"
"You're Losing Me",0,3,"02/16/24 - Melbourne"
"You're Losing Me",NA,NA,"06/14/24 - Liverpool (mashup with ""The Great War"")"
"You're Losing Me",NA,NA,"11/23/24 - Toronto (mashup with ""How Did It End?"")"
"The Tortured Poets Department",NA,2,"05/25/24 - Lisbon (mashup with ""Now That We Don't Talk"")"
"The Tortured Poets Department",NA,NA,"12/08/24 - Vancouver (mashup with ""Maroon"")"
"My Boy Only Breaks His Favorite Toys",NA,3,"05/10/24 - Paris"
"My Boy Only Breaks His Favorite Toys",NA,NA,"08/17/24 - London (mashup with ""coney island"")"
"My Boy Only Breaks His Favorite Toys",NA,NA,"11/14/24 - Toronto (mashup with ""This Is Why We Can't Have Nice Things"")"
"So Long, London",NA,1,"08/20/24 - London"
"Fresh Out The Slammer",NA,2,"05/24/24 - Lisbon (mashup with ""High Infidelity"")"
"Fresh Out The Slammer",NA,NA,"07/27/24 - Munich (mashup with ""You Are In Love"")"
"Guilty as Sin?",NA,3,"05/18/24 - Stockholm"
"Guilty as Sin?",NA,NA,"07/04/24 - Amsterdam (mashup with ""Untouchable"")"
"Guilty as Sin?",NA,NA,"10/20/24 - Miami (mashup with ""mirrorball"")"
"I Can Fix Him (No Really I Can)",NA,2,"05/29/24 - Madrid (mashup with ""Sparks Fly"")"
"I Can Fix Him (No Really I Can)",NA,NA,"08/02/24 - Warsaw (mashup with ""I Can See You"")"
"loml",NA,3,"05/09/24 - Paris"
"loml",NA,NA,"07/28/24 - Munich (mashup with ""Don't You"")"
"loml",NA,NA,"10/19/24 - Miami (mashup with ""White Horse"")"
"The Alchemy",NA,2,"05/12/24 - Paris (mashup with ""Treacherous"")"
"The Alchemy",NA,NA,"08/15/24 - London (mashup with ""King Of My Heart"")"
"Clara Bow",NA,2,"06/30/24 - Dublin (mashup with ""The Lucky One"")"
"Clara Bow",NA,NA,"08/01/24 - Warsaw (mashup with ""mirrorball"")"
"The Black Dog",NA,3,"06/21/2024 - London (mashup with ""Come Back...Be Here"" and ""Maroon"")"
"The Black Dog",NA,NA,"08/03/24 - Warsaw (mashup with ""exile"""
"The Black Dog",NA,NA,"10/25/24 - New Orleans (mashup with ""Haunted"")"
"imgonnagetyouback",NA,2,"07/05/24 - Amsterdam (mashup with ""Dress"")"
"imgonnagetyouback",NA,NA,"07/28/24 - Munich (mashup with ""I Don't Wanna Live Forever"")"
"The Albatross",NA,2,"06/29/24 - Dublin (mashup with ""Dancing With Our Hands Tied"")"
"The Albatross",NA,NA,"11/01/24 - Indianapolis (mashup with ""Holy Ground"")"
"Chloe or Sam or Sophia or Marcus",NA,1,"06/03/24 - Lyon"
"How Did It End?",NA,2,"05/19/24 - Stockholm"
"How Did It End?",NA,NA,"11/23/24 - Toronto (mashup with ""You're Losing Me"")"
"So High School",NA,1,"07/06/24 - Amsterdam (mashup with ""Mary's Song (Oh My My My)"" and ""Everything Has Changed"")"
"I Hate It Here",NA,1,"06/18/24 - Cardiff (mashup with ""the lakes"")"
"thanK you aIMee",NA,1,"06/22/24 - London (mashup with ""Mean"")"
"I Look in People's Windows",NA,1,"05/29/24 - Madrid (mashup with ""Snow On The Beach"")"
"The Prophecy",NA,2,"06/02/24 - Lyon (mashup with ""long story short"")"
"The Prophecy",NA,NA,"11/02/24 - Indianapolis (mashup with ""This Love)"
"Cassandra",NA,1,"11/22/24 - Toronto (mashup with ""mad woman"" and ""I Did Something Bad"")"
"Peter",NA,2,"05/17/24 - Stockholm"
"Peter",NA,NA,"11/15/24 - Toronto (mashup with ""evermore"")"
"The Bolter",NA,2,"06/08/24 - Edinburgh (mashup with ""Getaway Car"")"
"The Bolter",NA,NA,"11/03/24 - Indianapolis (mashup with ""Cornelia Street"")"
"Robin",NA,1,"07/10/24 - Zurich (mashup with ""Never Grow Up"")"
"The Manuscript",NA,2,"06/15/24 - Liverpool (mashup with ""Red"")"
"The Manuscript",NA,NA,"12/08/24 - Vancouver (mashup with ""Long Live"" and ""New Year's Day"")"
"I Don't Wanna Live Forever",1,3,"06/03/23 - Chicago"
"I Don't Wanna Live Forever",NA,NA,"03/02/24 - Singapore (mashup with ""Dress"")"
"I Don't Wanna Live Forever",NA,NA,"07/28/24 - Munich (mashup with ""imgonnagetyouback"")"
"I Don't Wanna Live Forever",NA,NA,"11/15/24 - Toronto (mashup with ""Mine"")"
"I Miss You, I'm Sorry",1,0,"07/01/23 - Cincinnati"
"Crazier",0,1,"06/08/24 - Edinburgh (mashup with ""All Of The Girls You Loved Before"")"
"This Is What You Came For",0,1,"06/14/24 - Liverpool (mashup with ""gold rush"")"
"Carolina",0,1,"06/15/24 - Liverpool (mashup with ""no body, no crime"")"
"us.",0,2,"06/23/24 - London"
"us.",NA,NA,"11/16/24 - Toronto (mashup with ""Out Of The Woods"")"
"Thinking Out Loud",0,1,"08/15/24 - London (mashup with ""Everything Has Changed"" and ""End Game"")"
"Espresso",0,1,"10/26/24 - New Orleans (mashup with ""Is It Over Now?"" and ""Please Please Please"")"
"Please Please Please",0,1,"10/26/24 - New Orleans (mashup with ""Espresso"" and ""Is It Over Now?"")"
"I Love You, I'm Sorry",0,1,"12/08/24 - Vancouver (mashup with ""Last Kiss"")"
